DataEye 新品日报 (2026-05-19)
- 四个朋友: https://adxray.dataeye.com/index/home#/Product/Detail/1367553
- 甜甜旅行: https://adxray.dataeye.com/index/home#/Product/Detail/1367479
- 同一个世界: https://adxray.dataeye.com/index/home#/Product/Detail/1367483
- 网络梗图鉴: https://adxray.dataeye.com/index/home#/Product/Detail/1367557
- 我拆塔贼6: https://adxray.dataeye.com/index/home#/Product/Detail/1367485
- 我智商190: https://adxray.dataeye.com/index/home#/Product/Detail/1367418
- 无尽消除探险王: https://adxray.dataeye.com/index/home#/Product/Detail/1367672
- 闲逸沐晴光游戏软件: https://adxray.dataeye.com/index/home#/Product/Detail/1367439
- 现代空战战争模拟: https://adxray.dataeye.com/index/home#/Product/Detail/1367516
- 像素大师: https://adxray.dataeye.com/index/home#/Product/Detail/1367622
- 小兵攻防计: https://adxray.dataeye.com/index/home#/Product/Detail/1367437
- 星际挑战关卡: https://adxray.dataeye.com/index/home#/Product/Detail/1367464
- 星野浅行游戏软件: https://adxray.dataeye.com/index/home#/Product/Detail/1367440
- 一车当千: https://adxray.dataeye.com/index/home#/Product/Detail/1367626
- 硬核闯关战: https://adxray.dataeye.com/index/home#/Product/Detail/1367466
- 勇者称王之: https://adxray.dataeye.com/index/home#/Product/Detail/1367425
- 勇者逆境突击: https://adxray.dataeye.com/index/home#/Product/Detail/1367422
- 这关你行嘛: https://adxray.dataeye.com/index/home#/Product/Detail/1367675
- 这关真开心: https://adxray.dataeye.com/index/home#/Product/Detail/1367416
- 拯救猫猫大作战: https://adxray.dataeye.com/index/home#/Product/Detail/1367447
- 主公别慌张: https://adxray.dataeye.com/index/home#/Product/Detail/1367454
- 最强螺丝钉游戏: https://adxray.dataeye.com/index/home#/Product/Detail/1367486

快手小游戏 (新增 3 个)
- 天上人间: https://adxray.dataeye.com/index/home#/Product/Detail/1367676
- 阳光动漫: https://adxray.dataeye.com/index/home#/Product/Detail/1367491
- 永远的蔚蓝星球-高爆版: https://adxray.dataeye.com/index/home#/Product/Detail/1367663

微信小游戏 (新增 28 个)
- 暴揍外星人: https://adxray.dataeye.com/index/home#/Product/Detail/1367488
- 超级冒险来闯关: https://adxray.dataeye.com/index/home#/Product/Detail/1367540
- 超速崛起: https://adxray.dataeye.com/index/home#/Product/Detail/1367579
- 冲锋我最勇: https://adxray.dataeye.com/index/home#/Product/Detail/1367680
- 冲撞大冒险游戏软件: https://adxray.dataeye.com/index/home#/Product/Detail/1367525
- 闯关消果乐: https://adxray.dataeye.com/index/home#/Product/Detail/1367560
- 打螺丝我贼牛: https://adxray.dataeye.com/index/home#/Product/Detail/1367530
- 大脑瓜狂转圈: https://adxray.dataeye.com/index/home#/Product/Detail/1367528
- 地铁逃生吃鸡精英: https://adxray.dataeye.com/index/home#/Product/Detail/1367427
- 点点带你飞: https://adxray.dataeye.com/index/home#/Product/Detail/1367684
- 俄罗斯方块拼图小游戏: https://adxray.dataeye.com/index/home#/Product/Detail/1367445
- 关卡大对决: https://adxray.dataeye.com/index/home#/Product/Detail/1367631
- 换装少女大作战: https://adxray.dataeye.com/index/home#/Product/Detail/1367542
- 迷城争土: https://adxray.dataeye.com/index/home#/Product/Detail/1367469
- 商业小巨头: https://adxray.dataeye.com/index/home#/Product/Detail/1367449
- 水13张游戏: https://adxray.dataeye.com/index/home#/Product/Detail/1367450
- 贪吃蛇生存小游戏: https://adxray.dataeye.com/index/home#/Product/Detail/1367584
- 逃出惊魂夜蛋仔: https://adxray.dataeye.com/index/home#/Product/Detail/1367653
- 我的刀盾狗小游戏: https://adxray.dataeye.com/index/home#/Product/Detail/1367500
- 仙葫软件: https://adxray.dataeye.com/index/home#/Product/Detail/1367470
- 小偷模拟器小游戏: https://adxray.dataeye.com/index/home#/Product/Detail/1367561
- 一秒快1点爬塔: https://adxray.dataeye.com/index/home#/Product/Detail/1367583
- 一起找喵: https://adxray.dataeye.com/index/home#/Product/Detail/1367687
- 灾难模拟生存: https://adxray.dataeye.com/index/home#/Product/Detail/1367652
- 战争岛塔防: https://adxray.dataeye.com/index/home#/Product/Detail/1367430
- 抓个猫: https://adxray.dataeye.com/index/home#/Product/Detail/1367576
- 抓金猪游戏: https://adxray.dataeye.com/index/home#/Product/Detail/1367664
- 抓走脑红鱼游戏: https://adxray.dataeye.com/index/home#/Product/Detail/1367589

iOS (新增 6 个)
- 疯狂的小偷-鞭子大师: https://adxray.dataeye.com/index/home#/Product/Detail/1367685
- 好运芒果: https://adxray.dataeye.com/index/home#/Product/Detail/1367527
- 江湖无限刀: https://adxray.dataeye.com/index/home#/Product/Detail/1367623
- 魔幻雷霆战机: https://adxray.dataeye.com/index/home#/Product/Detail/1367451
- 幸运多多: https://adxray.dataeye.com/index/home#/Product/Detail/1367481
- 一箭发财: https://adxray.dataeye.com/index/home#/Product/Detail/1367662
