report_date,channel_name,game_name,normalized_game_name,platform,store_url,normalized_store_url,package_id,apple_app_id,video_id,video_title,video_url,extracted_from,link_type,confidence,reject_reason,created_at
2026-05-18,AetherFyre,AetherFyre,aetherfyre,other,https://discord.gg/AKPFtyeRfN,https://discord.gg/AKPFtyeRfN,,,4oRBxKwoyug,Samsara Valley | Gameplay Android (Gift Code) Official Released Mobile,https://www.youtube.com/watch?v=4oRBxKwoyug,description_link_context,non_store,low,weak_non_store_context,2026-05-19T12:38:40
2026-05-18,AetherFyre,Dice Strikers: Roll to Glory,dicestrikersrolltoglory,google_play,https://play.google.com/store/apps/details?id=jp.konami.dicestrikers,https://play.google.com/store/apps/details,jp.konami.dicestrikers,,GbrNJwV1H9s,Dice Strikers: Roll To Glory | Gameplay Android Ios (Konami),https://www.youtube.com/watch?v=GbrNJwV1H9s,description_link_context,google_play,high,,2026-05-19T12:38:40
2026-05-18,AetherFyre,Dice Strikers: Roll To Glory,dicestrikersrolltoglory,app_store,https://apps.apple.com/ca/app/dice-strikers-roll-to-glory/id6757458891,https://apps.apple.com/ca/app/dice-strikers-roll-to-glory/id6757458891,,6757458891,GbrNJwV1H9s,Dice Strikers: Roll To Glory | Gameplay Android Ios (Konami),https://www.youtube.com/watch?v=GbrNJwV1H9s,description_link_context,app_store,high,,2026-05-19T12:38:40
2026-05-18,AetherFyre,My FB Fanpage,myfbfanpage,other,https://www.facebook.com/share/14zwBzhjRM/,https://www.facebook.com/share/14zwBzhjRM,,,GbrNJwV1H9s,Dice Strikers: Roll To Glory | Gameplay Android Ios (Konami),https://www.youtube.com/watch?v=GbrNJwV1H9s,description_link_context,non_store,low,weak_non_store_context,2026-05-19T12:38:40
2026-05-18,AetherFyre,AetherFyre,aetherfyre,other,https://discord.gg/AKPFtyeRfN,https://discord.gg/AKPFtyeRfN,,,GbrNJwV1H9s,Dice Strikers: Roll To Glory | Gameplay Android Ios (Konami),https://www.youtube.com/watch?v=GbrNJwV1H9s,description_link_context,non_store,low,weak_non_store_context,2026-05-19T12:38:40
2026-05-18,AetherFyre,신세기 여신: 센티넬 - 방치형 RPG,rpg,google_play,https://play.google.com/store/apps/details?id=com.fingercat.ngh,https://play.google.com/store/apps/details,com.fingercat.ngh,,ekjWBAz55pY,Sentinel: Goddess Of The New Age | Gameplay Android,https://www.youtube.com/watch?v=ekjWBAz55pY,description_link_context,google_play,high,,2026-05-19T12:38:40
2026-05-18,AetherFyre,My FB Fanpage,myfbfanpage,other,https://www.facebook.com/share/14zwBzhjRM/,https://www.facebook.com/share/14zwBzhjRM,,,ekjWBAz55pY,Sentinel: Goddess Of The New Age | Gameplay Android,https://www.youtube.com/watch?v=ekjWBAz55pY,description_link_context,non_store,low,weak_non_store_context,2026-05-19T12:38:40
2026-05-18,AetherFyre,AetherFyre,aetherfyre,other,https://discord.gg/AKPFtyeRfN,https://discord.gg/AKPFtyeRfN,,,ekjWBAz55pY,Sentinel: Goddess Of The New Age | Gameplay Android,https://www.youtube.com/watch?v=ekjWBAz55pY,description_link_context,non_store,low,weak_non_store_context,2026-05-19T12:38:40
2026-05-18,AetherFyre,Lordrush,lordrush,google_play,https://play.google.com/store/apps/details?id=com.s01.global,https://play.google.com/store/apps/details,com.s01.global,,wf1UObvi75k,Lordrush | Gameplay Android (CBT),https://www.youtube.com/watch?v=wf1UObvi75k,description_link_context,google_play,high,,2026-05-19T12:38:40
2026-05-18,AetherFyre,My FB Fanpage,myfbfanpage,other,https://www.facebook.com/share/14zwBzhjRM/,https://www.facebook.com/share/14zwBzhjRM,,,wf1UObvi75k,Lordrush | Gameplay Android (CBT),https://www.youtube.com/watch?v=wf1UObvi75k,description_link_context,non_store,low,weak_non_store_context,2026-05-19T12:38:40
2026-05-18,AetherFyre,AetherFyre,aetherfyre,other,https://discord.gg/AKPFtyeRfN,https://discord.gg/AKPFtyeRfN,,,wf1UObvi75k,Lordrush | Gameplay Android (CBT),https://www.youtube.com/watch?v=wf1UObvi75k,description_link_context,non_store,low,weak_non_store_context,2026-05-19T12:38:40
2026-05-18,AetherFyre,Valorveil Clash,valorveilclash,google_play,https://play.google.com/store/apps/details?id=com.MI.ValorveilClash,https://play.google.com/store/apps/details,com.mi.valorveilclash,,7tWV-If1lIg,Valorveil Clash | Gameplay Android,https://www.youtube.com/watch?v=7tWV-If1lIg,description_link_context,google_play,high,,2026-05-19T12:38:41
2026-05-18,AetherFyre,My FB Fanpage,myfbfanpage,other,https://www.facebook.com/share/14zwBzhjRM/,https://www.facebook.com/share/14zwBzhjRM,,,7tWV-If1lIg,Valorveil Clash | Gameplay Android,https://www.youtube.com/watch?v=7tWV-If1lIg,description_link_context,non_store,low,weak_non_store_context,2026-05-19T12:38:41
2026-05-18,AetherFyre,AetherFyre,aetherfyre,other,https://discord.gg/AKPFtyeRfN,https://discord.gg/AKPFtyeRfN,,,7tWV-If1lIg,Valorveil Clash | Gameplay Android,https://www.youtube.com/watch?v=7tWV-If1lIg,description_link_context,non_store,low,weak_non_store_context,2026-05-19T12:38:41
2026-05-18,MaryVerGamer,Suscríbete para más gameplays,suscrbeteparamsgameplays,other,https://goo.gl/FQjSjC,https://goo.gl/FQjSjC,,,tsQFvyljkr4,Warp Knights gameplay,https://www.youtube.com/watch?v=tsQFvyljkr4,description_link_context,non_store,low,weak_non_store_context,2026-05-19T12:37:43
2026-05-18,MaryVerGamer,鐳明閃擊,鐳明閃擊,google_play,https://play.google.com/store/apps/details?id=com.row.reflash.hmt&hl=en,https://play.google.com/store/apps/details,com.row.reflash.hmt,,tsQFvyljkr4,Warp Knights gameplay,https://www.youtube.com/watch?v=tsQFvyljkr4,description_link_context,google_play,high,,2026-05-19T12:37:43
2026-05-18,MaryVerGamer,Suscríbete para más gameplays,suscrbeteparamsgameplays,other,https://goo.gl/FQjSjC,https://goo.gl/FQjSjC,,,1h9gXJr-9PM,Headshot ZD Zombie Survival gameplay,https://www.youtube.com/watch?v=1h9gXJr-9PM,description_link_context,non_store,low,weak_non_store_context,2026-05-19T12:37:43
2026-05-18,MaryVerGamer,Headshot ZD : Zombie Survival,headshotzdzombiesurvival,google_play,https://play.google.com/store/apps/details?id=com.layerlab.headshotzd&hl=en,https://play.google.com/store/apps/details,com.layerlab.headshotzd,,1h9gXJr-9PM,Headshot ZD Zombie Survival gameplay,https://www.youtube.com/watch?v=1h9gXJr-9PM,description_link_context,google_play,high,,2026-05-19T12:37:43
2026-05-18,MaryVerGamer,Suscríbete para más gameplays,suscrbeteparamsgameplays,other,https://goo.gl/FQjSjC,https://goo.gl/FQjSjC,,,ffM89xa4nmQ,Kingdom of Desert Lite gameplay,https://www.youtube.com/watch?v=ffM89xa4nmQ,description_link_context,non_store,low,weak_non_store_context,2026-05-19T12:37:43
2026-05-18,MaryVerGamer,Kingdom of Desert: Lite,kingdomofdesertlite,google_play,https://play.google.com/store/apps/details?id=com.ygtech.todlite&hl=en,https://play.google.com/store/apps/details,com.ygtech.todlite,,ffM89xa4nmQ,Kingdom of Desert Lite gameplay,https://www.youtube.com/watch?v=ffM89xa4nmQ,description_link_context,google_play,high,,2026-05-19T12:37:43
2026-05-18,TwinsGaming96,Iron Defenders,irondefenders,google_play,https://play.google.com/store/apps/details?id=com.superbox.aos.ttdefense&hl=zh,https://play.google.com/store/apps/details,com.superbox.aos.ttdefense,,hMRiMQFQXEU,【手遊試玩】Iron Defenders (Android/IOS),https://www.youtube.com/watch?v=hMRiMQFQXEU,description_link_context,google_play,high,,2026-05-19T12:38:02
2026-05-18,TwinsGaming96,【手遊試玩】Iron Defenders,手遊試玩irondefenders,app_store,https://apps.apple.com/gh/app/iron-defenders/id6751635131,https://apps.apple.com/gh/app/iron-defenders/id6751635131,,6751635131,hMRiMQFQXEU,【手遊試玩】Iron Defenders (Android/IOS),https://www.youtube.com/watch?v=hMRiMQFQXEU,description_link_context,app_store,high,,2026-05-19T12:38:02
2026-05-18,TwinsGaming96,忘掉你對傳統防禦遊戲的既有印象！,忘掉你對傳統防禦遊戲的既有印象,third_party_store,https://apkpure.com/iron-defenders/com.superbox.aos.ttdefense,https://apkpure.com/iron-defenders/com.superbox.aos.ttdefense,,,hMRiMQFQXEU,【手遊試玩】Iron Defenders (Android/IOS),https://www.youtube.com/watch?v=hMRiMQFQXEU,description_link_context,non_store,medium,,2026-05-19T12:38:02
2026-05-18,TwinsGaming96,官方網站,官方網站,official_site,https://superboxgo.com,,,,hMRiMQFQXEU,【手遊試玩】Iron Defenders (Android/IOS),https://www.youtube.com/watch?v=hMRiMQFQXEU,description_link_context,rejected,rejected,,2026-05-19T11:44:33
2026-05-18,TwinsGaming96,客服信箱：help@superboxgo.com,客服信箱helpsuperboxgocom,other,https://www.facebook.com/superbox01,https://www.facebook.com/superbox01,,,hMRiMQFQXEU,【手遊試玩】Iron Defenders (Android/IOS),https://www.youtube.com/watch?v=hMRiMQFQXEU,description_link_context,non_store,low,weak_non_store_context,2026-05-19T12:38:02
2026-05-18,TwinsGaming96,SUPERBOX,superbox,rejected,http://superboxgo.com/privacypolicy_en.php,http://superboxgo.com/privacypolicy_en.php,,,hMRiMQFQXEU,【手遊試玩】Iron Defenders (Android/IOS),https://www.youtube.com/watch?v=hMRiMQFQXEU,description_link_context,rejected,rejected,privacy_or_policy_url,2026-05-19T12:38:02
2026-05-18,TwinsGaming96,SUPERBOX,superbox,rejected,http://superboxgo.com/termsofservice_en.php,http://superboxgo.com/termsofservice_en.php,,,hMRiMQFQXEU,【手遊試玩】Iron Defenders (Android/IOS),https://www.youtube.com/watch?v=hMRiMQFQXEU,description_link_context,rejected,rejected,terms_or_legal_url,2026-05-19T12:38:02
2026-05-18,TwinsGaming96,Follow me on,followmeon,other,https://www.facebook.com/TwinsGaming96,https://www.facebook.com/TwinsGaming96,,,hMRiMQFQXEU,【手遊試玩】Iron Defenders (Android/IOS),https://www.youtube.com/watch?v=hMRiMQFQXEU,description_link_context,non_store,low,weak_non_store_context,2026-05-19T12:38:02
2026-05-18,TwinsGaming96,TwinsGaming96,twinsgaming96,other,https://twitter.com/TwinsGaming96,https://twitter.com/TwinsGaming96,,,hMRiMQFQXEU,【手遊試玩】Iron Defenders (Android/IOS),https://www.youtube.com/watch?v=hMRiMQFQXEU,description_link_context,non_store,low,weak_non_store_context,2026-05-19T12:38:02
2026-05-18,TwinsGaming96,殭屍英雄大亂鬥,殭屍英雄大亂鬥,google_play,https://play.google.com/store/apps/details?id=com.zombie.yhcn&hl=zh,https://play.google.com/store/apps/details,com.zombie.yhcn,,XR1tiGo9p4k,【手遊試玩】殭屍英雄大亂鬥 (Android/IOS),https://www.youtube.com/watch?v=XR1tiGo9p4k,description_link_context,google_play,high,,2026-05-19T12:38:03
2026-05-18,TwinsGaming96,【世界淪陷，英雄集結】,世界淪陷英雄集結,third_party_store,https://apkpure.com/cn/%E6%AE%AD%E5%B1%8D%E8%8B%B1%E9%9B%84%E5%A4%A7%E4%BA%82%E9%AC%A5/com.zombie.yhcn,https://apkpure.com/cn/%E6%AE%AD%E5%B1%8D%E8%8B%B1%E9%9B%84%E5%A4%A7%E4%BA%82%E9%AC%A5/com.zombie.yhcn,,,XR1tiGo9p4k,【手遊試玩】殭屍英雄大亂鬥 (Android/IOS),https://www.youtube.com/watch?v=XR1tiGo9p4k,description_link_context,non_store,medium,,2026-05-19T12:38:03
2026-05-18,TwinsGaming96,Follow me on,followmeon,other,https://www.facebook.com/TwinsGaming96,https://www.facebook.com/TwinsGaming96,,,XR1tiGo9p4k,【手遊試玩】殭屍英雄大亂鬥 (Android/IOS),https://www.youtube.com/watch?v=XR1tiGo9p4k,description_link_context,non_store,low,weak_non_store_context,2026-05-19T12:38:03
2026-05-18,TwinsGaming96,TwinsGaming96,twinsgaming96,other,https://twitter.com/TwinsGaming96,https://twitter.com/TwinsGaming96,,,XR1tiGo9p4k,【手遊試玩】殭屍英雄大亂鬥 (Android/IOS),https://www.youtube.com/watch?v=XR1tiGo9p4k,description_link_context,non_store,low,weak_non_store_context,2026-05-19T12:38:03
2026-05-18,TwinsGaming96,SUPERBOX,superbox,official_site,https://superboxgo.com/,https://superboxgo.com/,,,hMRiMQFQXEU,【手遊試玩】Iron Defenders (Android/IOS),https://www.youtube.com/watch?v=hMRiMQFQXEU,description_link_context,non_store,low,weak_non_store_context,2026-05-19T12:38:02
2026-05-18,adeptless,LaTale: Adventure & Bonds,lataleadventurebonds,google_play,https://play.google.com/store/apps/details?id=com.latale.skyshark&hl=en,https://play.google.com/store/apps/details,com.latale.skyshark,,8YEyl5AGXi0,LaTale: Adventure & Bonds - Gameplay (Android/iOS),https://www.youtube.com/watch?v=8YEyl5AGXi0,description_link_context,google_play,high,,2026-05-19T12:37:45
2026-05-18,adeptless,Wild Ice on Steam,wildiceonsteam,steam,https://store.steampowered.com/app/1572260/Wild_Ice/,https://store.steampowered.com/app/1572260/Wild_Ice,,,OUv9U6ztZsc,Wild Ice - Hockey Themed Tower Defense Gameplay,https://www.youtube.com/watch?v=OUv9U6ztZsc,description_link_context,non_store,medium,,2026-05-19T12:37:46
2026-05-18,adeptless,신세기 여신: 센티넬 - 방치형 RPG,rpg,google_play,https://play.google.com/store/apps/details?id=com.fingercat.ngh&hl=en,https://play.google.com/store/apps/details,com.fingercat.ngh,,8nAM6m8iy-s,Sentinel: Goddess of the New Age - Anime RPG Gameplay (Android/iOS),https://www.youtube.com/watch?v=8nAM6m8iy-s,description_link_context,google_play,high,,2026-05-19T12:37:46
2026-05-18,adeptless,Final Frontline: Survival,finalfrontlinesurvival,google_play,https://play.google.com/store/apps/details?id=com.techverse.fo&hl=en,https://play.google.com/store/apps/details,com.techverse.fo,,JTflv-W34E4,Final Frontline: Survival - Gameplay (Android/iOS),https://www.youtube.com/watch?v=JTflv-W34E4,description_link_context,google_play,high,,2026-05-19T12:37:46
2026-05-18,adeptless,Lordrush,lordrush,google_play,https://play.google.com/store/apps/details?id=com.s01.global&hl=en,https://play.google.com/store/apps/details,com.s01.global,,VxfZSrt7UrM,Lordrush - Gameplay (Android/iOS),https://www.youtube.com/watch?v=VxfZSrt7UrM,description_link_context,google_play,high,,2026-05-19T12:37:46
2026-05-18,adeptless,DunHero: Action Roguelike,dunheroactionroguelike,google_play,https://play.google.com/store/apps/details?id=com.devkacper.dunhero&hl=en,https://play.google.com/store/apps/details,com.devkacper.dunhero,,5L8Y9E5a-Fg,DunHero: Action Roguelike - Mobile Gameplay (Android/iOS),https://www.youtube.com/watch?v=5L8Y9E5a-Fg,description_link_context,google_play,high,,2026-05-19T12:37:46
2026-05-18,fyxofficial,Sword x Staff,swordxstaff,google_play,https://play.google.com/store/apps/details?id=com.zjcs.android.us&referrer=utm_source%3DTapTap,https://play.google.com/store/apps/details,com.zjcs.android.us,,lOC5yRZdvVE,Sword x Staff Gameplay Android IOS - Official Launch.,https://www.youtube.com/watch?v=lOC5yRZdvVE,description_link_context,google_play,high,,2026-05-19T12:38:26
2026-05-18,fyxofficial,fyxofficial2@gmail.com,fyxofficial2gmailcom,other,https://discord.gg/B2j8Hyby,https://discord.gg/B2j8Hyby,,,lOC5yRZdvVE,Sword x Staff Gameplay Android IOS - Official Launch.,https://www.youtube.com/watch?v=lOC5yRZdvVE,description_link_context,non_store,low,weak_non_store_context,2026-05-19T12:38:26
2026-05-18,fyxofficial,I will remove it immediately for you.,iwillremoveitimmediatelyforyou,other,https://www.facebook.com/share/1F8BGpWC51/,https://www.facebook.com/share/1F8BGpWC51,,,lOC5yRZdvVE,Sword x Staff Gameplay Android IOS - Official Launch.,https://www.youtube.com/watch?v=lOC5yRZdvVE,description_link_context,non_store,low,weak_non_store_context,2026-05-19T12:38:26
2026-05-18,fyxofficial,️ Pre-register,preregister,other,https://kaleidorider.com/m/,https://kaleidorider.com/m,,,bUdrsg7Kybk,Chasing Kaleidorider GLOBAL Gameplay Android IOS - Pre-register - Coming Soon.,https://www.youtube.com/watch?v=bUdrsg7Kybk,description_link_context,non_store,low,weak_non_store_context,2026-05-19T12:38:27
2026-05-18,fyxofficial,GMAIL : fyxofficial2@gmail.com,gmailfyxofficial2gmailcom,other,https://www.facebook.com/share/1F8BGpWC51/,https://www.facebook.com/share/1F8BGpWC51,,,bUdrsg7Kybk,Chasing Kaleidorider GLOBAL Gameplay Android IOS - Pre-register - Coming Soon.,https://www.youtube.com/watch?v=bUdrsg7Kybk,description_link_context,non_store,low,weak_non_store_context,2026-05-19T12:38:27
2026-05-18,fyxofficial,신세기 여신: 센티넬 - 방치형 RPG,rpg,google_play,https://play.google.com/store/apps/details?id=com.fingercat.ngh,https://play.google.com/store/apps/details,com.fingercat.ngh,,VPDqKBrCpj8,Sentinel: Goddess Of The New Age Gameplay Android IOS - Official Released.,https://www.youtube.com/watch?v=VPDqKBrCpj8,description_link_context,google_play,high,,2026-05-19T12:38:27
2026-05-18,fyxofficial,GMAIL : fyxofficial2@gmail.com,gmailfyxofficial2gmailcom,other,https://www.facebook.com/share/1F8BGpWC51/,https://www.facebook.com/share/1F8BGpWC51,,,VPDqKBrCpj8,Sentinel: Goddess Of The New Age Gameplay Android IOS - Official Released.,https://www.youtube.com/watch?v=VPDqKBrCpj8,description_link_context,non_store,low,weak_non_store_context,2026-05-19T12:38:27
2026-05-18,fyxofficial,E.T.E: Shattered Skie,eteshatteredskie,google_play,https://play.google.com/store/apps/details?id=com.kr.chens.ete2024,https://play.google.com/store/apps/details,com.kr.chens.ete2024,,eYjXFY2Iiak,E.T.E Shattered Skie Gameplay Android IOS - Official Released.,https://www.youtube.com/watch?v=eYjXFY2Iiak,description_link_context,google_play,high,,2026-05-19T12:38:27
2026-05-18,fyxofficial,GMAIL : fyxofficial2@gmail.com,gmailfyxofficial2gmailcom,other,https://www.facebook.com/share/1F8BGpWC51/,https://www.facebook.com/share/1F8BGpWC51,,,eYjXFY2Iiak,E.T.E Shattered Skie Gameplay Android IOS - Official Released.,https://www.youtube.com/watch?v=eYjXFY2Iiak,description_link_context,non_store,low,weak_non_store_context,2026-05-19T12:38:27
2026-05-18,fyxofficial,️ Download,download,landing_page,https://kol4.x7game.com/tggame_13/down?tgid=123155&gid=16314,https://kol4.x7game.com/tggame_13/down,,,q5LsmPUN6Xw,One Piece: Ocean Azure - One Piece RPG Gameplay Android IOS - Official Launch.,https://www.youtube.com/watch?v=q5LsmPUN6Xw,description_link_context,non_store,low,weak_non_store_context,2026-05-19T12:38:29
2026-05-18,fyxofficial,GMAIL : fyxofficial2@gmail.com,gmailfyxofficial2gmailcom,other,https://www.facebook.com/share/1F8BGpWC51/,https://www.facebook.com/share/1F8BGpWC51,,,q5LsmPUN6Xw,One Piece: Ocean Azure - One Piece RPG Gameplay Android IOS - Official Launch.,https://www.youtube.com/watch?v=q5LsmPUN6Xw,description_link_context,non_store,low,weak_non_store_context,2026-05-19T12:38:29
2026-05-18,fyxofficial,Lordrush,lordrush,google_play,https://play.google.com/store/apps/details?id=com.s01.global,https://play.google.com/store/apps/details,com.s01.global,,I44rd72tqt0,Lordrush Gameplay Android IOS - Early Access.,https://www.youtube.com/watch?v=I44rd72tqt0,description_link_context,google_play,high,,2026-05-19T12:38:29
2026-05-18,fyxofficial,GMAIL : fyxofficial2@gmail.com,gmailfyxofficial2gmailcom,other,https://www.facebook.com/share/1F8BGpWC51/,https://www.facebook.com/share/1F8BGpWC51,,,I44rd72tqt0,Lordrush Gameplay Android IOS - Early Access.,https://www.youtube.com/watch?v=I44rd72tqt0,description_link_context,non_store,low,weak_non_store_context,2026-05-19T12:38:29
2026-05-18,fyxofficial,️ Download,download,landing_page,https://kol4.x7game.com/tggame_13/down?tgid=122317&gid=17223,https://kol4.x7game.com/tggame_13/down,,,BWdkh7GniL8,Mythic Legends: God Slayers - Anime RPG Gameplay Android IOS - Official Released.,https://www.youtube.com/watch?v=BWdkh7GniL8,description_link_context,non_store,low,weak_non_store_context,2026-05-19T12:38:29
2026-05-18,fyxofficial,GMAIL : fyxofficial2@gmail.com,gmailfyxofficial2gmailcom,other,https://www.facebook.com/share/1F8BGpWC51/,https://www.facebook.com/share/1F8BGpWC51,,,BWdkh7GniL8,Mythic Legends: God Slayers - Anime RPG Gameplay Android IOS - Official Released.,https://www.youtube.com/watch?v=BWdkh7GniL8,description_link_context,non_store,low,weak_non_store_context,2026-05-19T12:38:29
2026-05-18,fyxofficial,GMAIL : fyxofficial2@gmail.com,gmailfyxofficial2gmailcom,other,https://www.facebook.com/share/1F8BGpWC51/,https://www.facebook.com/share/1F8BGpWC51,,,W7BMTCxHEnQ,Limitless Sea: Will || All 3 Giftcode & How to Redeem - Limitless Sea: Will 3 Code.,https://www.youtube.com/watch?v=W7BMTCxHEnQ,description_link_context,non_store,low,weak_non_store_context,2026-05-19T12:38:29
2026-05-18,fyxofficial,️ IOS,ios,app_store,https://apps.apple.com/us/app/limitless-sea-will/id6761886979,https://apps.apple.com/us/app/limitless-sea-will/id6761886979,,6761886979,X3LNCK8GtmU,Limitless Sea: Will - One Piece RPG Gameplay Android IOS - Official Launch.,https://www.youtube.com/watch?v=X3LNCK8GtmU,description_link_context,app_store,high,,2026-05-19T12:38:31
2026-05-18,fyxofficial,GMAIL : fyxofficial2@gmail.com,gmailfyxofficial2gmailcom,other,https://www.facebook.com/share/1F8BGpWC51/,https://www.facebook.com/share/1F8BGpWC51,,,X3LNCK8GtmU,Limitless Sea: Will - One Piece RPG Gameplay Android IOS - Official Launch.,https://www.youtube.com/watch?v=X3LNCK8GtmU,description_link_context,non_store,low,weak_non_store_context,2026-05-19T12:38:31
2026-05-18,fyxofficial,GMAIL : fyxofficial2@gmail.com,gmailfyxofficial2gmailcom,other,https://www.facebook.com/share/1F8BGpWC51/,https://www.facebook.com/share/1F8BGpWC51,,,UKdRr46xbbk,Infinite Battlezone || All 6 Giftcode & How to Redeem - Infinite Battlezone 6 Code.,https://www.youtube.com/watch?v=UKdRr46xbbk,description_link_context,non_store,low,weak_non_store_context,2026-05-19T12:38:31
2026-05-18,fyxofficial,Infinite Battlezone,infinitebattlezone,google_play,https://play.google.com/store/apps/details?id=com.battlezone.enand&referrer=utm_source%3DTapTap,https://play.google.com/store/apps/details,com.battlezone.enand,,CzVA7B3jAng,Infinite Battlezone - Dragon Ball RPG Gameplay Android IOS - Early Access.,https://www.youtube.com/watch?v=CzVA7B3jAng,description_link_context,google_play,high,,2026-05-19T12:38:31
2026-05-18,fyxofficial,GMAIL : fyxofficial2@gmail.com,gmailfyxofficial2gmailcom,other,https://www.facebook.com/share/1F8BGpWC51/,https://www.facebook.com/share/1F8BGpWC51,,,CzVA7B3jAng,Infinite Battlezone - Dragon Ball RPG Gameplay Android IOS - Early Access.,https://www.youtube.com/watch?v=CzVA7B3jAng,description_link_context,non_store,low,weak_non_store_context,2026-05-19T12:38:31
2026-05-18,musthavegames_androidgameplay,Merge Lagoon,mergelagoon,google_play,https://play.google.com/store/apps/details?id=com.cleverapps.ladacha,,com.cleverapps.ladacha,,CK9ZHsRIRg8,Merge Lagoon Mobile Game,https://www.youtube.com/watch?v=CK9ZHsRIRg8,package_id_fallback,rejected,rejected,,2026-05-19T11:44:28
