match_type,match_value,canonical_company,confidence,source,note
developer_name,Lucky Kat Studios,未知,medium,manual_conflict_unknown,Conflict account in overseas casual daily template: Lucky Kat Studios appears under Homa and Voodoo
apple_artist_id,1700697055,Homa,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-06: Cup Stack Flow | 2026-05-16: Orni Loop - Heist Puzzle | 2026-06-02: Pop Into Hole
seller_name,Mehmet Fatih Sahin,Homa,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-06: Cup Stack Flow | 2026-05-16: Orni Loop - Heist Puzzle | 2026-06-02: Pop Into Hole
developer_name,Mehmet Fatih Sahin,Homa,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-06: Cup Stack Flow | 2026-05-16: Orni Loop - Heist Puzzle | 2026-06-02: Pop Into Hole
google_developer_id,7798478272853474773,Homa,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-06-02: Art Layers
google_developer_id,Pith Games Studio,Homa,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-06-02: Hive: Hex Match Puzzle & Relax
developer_name,Pith Games Studio,Homa,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-06-02: Hive: Hex Match Puzzle & Relax
google_developer_id,Dongu,Homa,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-06-02: Drone Crowd
google_developer_id,EXPLAY,Homa,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-06-02: Bubble Monsters Quest
google_developer_id,5217648728652553110,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-06-02: Match Trip
google_developer_id,6048395508840012133,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-06-02: Boom Clash
google_developer_id,6995024983781994066,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-14: Marble Fever | 2026-05-12: Saw Blast | 2026-06-02: PicSort: Color Puzzle
developer_name,Tenefic Games,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-14: Marble Fever | 2026-05-12: Saw Blast | 2026-06-02: PicSort: Color Puzzle
google_developer_id,SpiderForce,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-06-02: Bumper Run
developer_name,SpiderForce,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-06-02: Bumper Run
google_developer_id,8806764982893652635,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-06-02: Tire Evolution
developer_name,Mintah Games,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-06-02: Tire Evolution
google_developer_id,Red Two Apps (RTA Ltd),Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-22: Block Puzzled: Puzzle Game | 2026-06-02: Trick Shot Dude Perfect
developer_name,Red Two Apps (RTA Ltd),Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-22: Block Puzzled: Puzzle Game | 2026-06-02: Trick Shot Dude Perfect
google_developer_id,8020772626664092379,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-06-02: Bubble Blast
developer_name,HIKER GAMES,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-06-02: Bubble Blast
google_developer_id,5950502758847378118,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-27: Beads On Pipe | 2026-05-16: Color Crowd Sort | 2026-05-19: Color Water Factory!
developer_name,HE games,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-27: Beads On Pipe | 2026-05-16: Color Crowd Sort | 2026-05-19: Color Water Factory!
google_developer_id,6881977808987897897,Homa,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-06-01: Color Brawl | 2026-06-01: Lucky Arena
google_developer_id,4614678246860437532,Azur,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-06-01: 💥 1000 ways to break a doll. Pick yours! ⚔️
apple_artist_id,1493049868,Rollic,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-06: Chopping Jam | 2026-04-10: Car Out! | 2026-04-30: Candle Puzzle!
seller_name,3A YAPIM VE YAZILIM DANISMANLIK LIMITED SIRKETI,Rollic,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-06: Chopping Jam | 2026-04-10: Car Out! | 2026-04-30: Candle Puzzle!
apple_artist_id,1884868088,Rollic,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-06-01: Maze Dreams
seller_name,Coskun Nizam,Rollic,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-06-01: Maze Dreams
developer_name,Coskun Nizam,Rollic,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-06-01: Maze Dreams
google_developer_id,Akehiko studio,Supersonic,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-06-01: Emoji CrossWord
google_developer_id,4634726879098090329,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-29: Ancient Stars: Nirvana
developer_name,Head Games Limited,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-29: Ancient Stars: Nirvana
google_developer_id,8109447489703036829,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-29: Boat Evolution: Overdrive
developer_name,212 Games,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-29: Boat Evolution: Overdrive
google_developer_id,5499360329934835582,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-01: Egg Station - Sort Puzzle | 2026-05-15: Candy Flow - Sweet Sort | 2026-05-29: Flow Hop - Collect & Clean
developer_name,Velha Games,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-01: Egg Station - Sort Puzzle | 2026-05-15: Candy Flow - Sweet Sort | 2026-05-29: Flow Hop - Collect & Clean
apple_artist_id,1685753630,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-29: Chalk Snap!
seller_name,Cortex (Apps),Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-29: Chalk Snap!
developer_name,Hugo Peyron,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-29: Chalk Snap!
google_developer_id,8126850924539441584,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-29: Connect Pix: Match Puzzle
developer_name,TheAppGuruz,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-29: Connect Pix: Match Puzzle
google_developer_id,TLC STUDIOS,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-03-31: Crop Valley | 2026-05-01: Color Loop Sort | 2026-05-29: Feed The Ants
developer_name,TLC STUDIOS,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-03-31: Crop Valley | 2026-05-01: Color Loop Sort | 2026-05-29: Feed The Ants
apple_artist_id,866646886,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-29: Twisted Sort
seller_name,Jan Kovac,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-29: Twisted Sort
developer_name,Jan Kovac,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-29: Twisted Sort
google_developer_id,6339374846518522453,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-29: Beads Drop | 2026-05-29: Slide Blast Master
developer_name,Pubtrain Games,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-29: Beads Drop | 2026-05-29: Slide Blast Master
apple_artist_id,1723523168,Rollic,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-07: Word Decor Puzzle | 2026-04-10: Bubble Pop Jam Puzzle | 2026-05-13: Block Express Wagon
seller_name,SIX PAWNS STUDIOS YAZILIM LIMITED SIRKETI,Rollic,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-07: Word Decor Puzzle | 2026-04-10: Bubble Pop Jam Puzzle | 2026-05-13: Block Express Wagon
developer_name,Six Pawns,Rollic,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-07: Word Decor Puzzle | 2026-04-10: Bubble Pop Jam Puzzle | 2026-05-13: Block Express Wagon
apple_artist_id,1275119232,Rollic,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-07: Sticker Pile Merge | 2026-05-30: Layer Sand Match
seller_name,Arda Can Kirkoc,Rollic,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-07: Sticker Pile Merge | 2026-05-30: Layer Sand Match
developer_name,Arda Can Kirkoc,Rollic,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-07: Sticker Pile Merge | 2026-05-30: Layer Sand Match
apple_artist_id,1772009662,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-30: Strings - Word Search
seller_name,Frostbyte Entertainment LLC,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-30: Strings - Word Search
developer_name,Frostbyte Entertainment LLC,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-30: Strings - Word Search
google_developer_id,5944084772591201927,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-14: Block Sort - Cube Puzzle | 2026-05-14: Juicy Match - Blend Fruits | 2026-05-14: Knit Match - Wool Puzzle
developer_name,ROQ GAMES,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-14: Block Sort - Cube Puzzle | 2026-05-14: Juicy Match - Blend Fruits | 2026-05-14: Knit Match - Wool Puzzle
google_developer_id,8463104563926206156,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-22: Blade Jam | 2026-05-31: Feed Fish: Color Match
developer_name,Towzle,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-22: Blade Jam | 2026-05-31: Feed Fish: Color Match
apple_artist_id,1832707175,Rollic,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-03-31: Idle Craft Odyssey | 2026-05-28: Survival Odyssey
seller_name,Grove Games Teknoloji Anonim Sirketi,Rollic,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-03-31: Idle Craft Odyssey | 2026-05-28: Survival Odyssey
developer_name,Grove Games,Rollic,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-03-31: Idle Craft Odyssey | 2026-05-28: Survival Odyssey
google_developer_id,Umur Can Gürelli,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-13: Ice Cream Factory | 2026-05-28: Crush the Wall
developer_name,Umur Can Gürelli,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-13: Ice Cream Factory | 2026-05-28: Crush the Wall
google_developer_id,9816 Interactive,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-28: Vine Arrows: Color Puzzle
developer_name,9816 Interactive,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-28: Vine Arrows: Color Puzzle
google_developer_id,7452742782702436312,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-24: Thread Tangle | 2026-05-28: Ufo rush
developer_name,Ishka Gaming,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-24: Thread Tangle | 2026-05-28: Ufo rush
google_developer_id,Yeapp Yazılım AŞ,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-03-31: Pic Pop : Color Match | 2026-04-11: Scrape N Drop! | 2026-05-28: Bubble Bowl
developer_name,Yeapp Yazılım AŞ,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-03-31: Pic Pop : Color Match | 2026-04-11: Scrape N Drop! | 2026-05-28: Bubble Bowl
google_developer_id,VLB,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-19: Last Extract | 2026-05-22: Legion Surge | 2026-05-28: Newsboy Evolution
developer_name,VLB,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-19: Last Extract | 2026-05-22: Legion Surge | 2026-05-28: Newsboy Evolution
google_developer_id,7522468499436108501,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-14: Fill The Hole | 2026-05-28: Claw Match
developer_name,FanHaptic Studio,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-14: Fill The Hole | 2026-05-28: Claw Match
apple_artist_id,714804730,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-28: Cortex - Shikaku
seller_name,Voodoo,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-28: Cortex - Shikaku
developer_name,Voodoo,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-29: VolleyCraft | 2026-05-28: Cortex - Shikaku
google_developer_id,NextLevelGamesPublishing,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-28: Roll Shooter
developer_name,NextLevelGamesPublishing,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-28: Roll Shooter
google_developer_id,7063729204181878069,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-03-31: Blocks Drop | 2026-05-10: Conveyor Control | 2026-05-28: Stack Bounce
developer_name,DN studios,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-03-31: Blocks Drop | 2026-05-10: Conveyor Control | 2026-05-28: Stack Bounce
google_developer_id,Omicron Technology,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-28: Spinner Royale
developer_name,Omicron Technology,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-28: Spinner Royale
google_developer_id,6050809987941402682,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-25: Deck Blast | 2026-05-28: Scrape 'n' Roll
developer_name,RAKUNiK GAMES,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-25: Deck Blast | 2026-05-28: Scrape 'n' Roll
apple_artist_id,1560677927,Rollic,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-27: Color Car Frenzy
seller_name,RUFF GAMES OYUN YAZILIM VE PAZARLAMA ANONIM SIRKETI,Rollic,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-27: Color Car Frenzy
developer_name,RUFF GAMES OYUN YAZILIM VE PAZARLAMA ANONIM SIRKETI,Rollic,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-27: Color Car Frenzy
google_developer_id,6942318740599510142,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-02: Campus Challenge Rush | 2026-04-02: Purrstrike | 2026-05-27: Idle Soccer Chaos
developer_name,Darling Games,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-02: Campus Challenge Rush | 2026-04-02: Purrstrike | 2026-05-27: Idle Soccer Chaos
google_developer_id,GenI Games,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-02: Farm Cut Rider 3D | 2026-04-30: Penguin Pilot: Plane Flight | 2026-05-27: Box to Bolt: Downhill Racing
developer_name,GenI Games,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-02: Farm Cut Rider 3D | 2026-04-30: Penguin Pilot: Plane Flight | 2026-05-27: Box to Bolt: Downhill Racing
google_developer_id,Chanon Jinpisoot,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-03-31: Pizza Empire | 2026-05-14: Moo Ranch | 2026-05-27: Orange Juice Factory
developer_name,Chanon Jinpisoot,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-03-31: Pizza Empire | 2026-05-14: Moo Ranch | 2026-05-27: Orange Juice Factory
google_developer_id,Larisa Games,SayGames,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-26: Arrow Drop | 2026-05-27: Jelly Blox Escape
developer_name,Larisa Games,SayGames,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-26: Arrow Drop | 2026-05-27: Jelly Blox Escape
google_developer_id,5821334541811916418,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-26: Bus Parkour : School Run
developer_name,gamebiz,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-26: Bus Parkour : School Run
apple_artist_id,1549023239,Rollic,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-25: Sand Collect Puzzle
seller_name,Kaliba Games & Technologies Inc.,Rollic,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-25: Sand Collect Puzzle
developer_name,Kaliba Games & Technologies Inc.,Rollic,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-25: Sand Collect Puzzle
google_developer_id,5067458326591159362,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-08: Tear Out | 2026-05-14: Taffy Snap | 2026-05-23: Hide N Snake
developer_name,HYPERLAB OYUN YAZILIM VE PAZARLAMA ANONIM SIRKETI,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-08: Tear Out | 2026-05-14: Taffy Snap | 2026-05-23: Hide N Snake
google_developer_id,CorocoroGames,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-23: Bounce Drop
developer_name,CorocoroGames,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-23: Bounce Drop
google_developer_id,9033881164222821568,Homa,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-22: Neon Voxel Defense | 2026-05-23: Empire Rush
developer_name,Flickle Games,Homa,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-22: Neon Voxel Defense | 2026-05-23: Empire Rush
apple_artist_id,1375461777,Rollic,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-22: Marvelous Marble
seller_name,Popcore GmbH,Rollic,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-22: Marvelous Marble
developer_name,Popcore GmbH,Rollic,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-22: Marvelous Marble
google_developer_id,interstellarnetworktechnology,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-22: Frontline Clash
developer_name,interstellarnetworktechnology,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-22: Frontline Clash
google_developer_id,9130315248106933995,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-12: Art Ball Puzzle | 2026-05-22: Fit Flow!
developer_name,ARGOZ,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-12: Art Ball Puzzle | 2026-05-22: Fit Flow!
google_developer_id,6984672662649845348,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-22: Color Cannons 3D
developer_name,Boom Games!,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-22: Color Cannons 3D
apple_artist_id,1799165804,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-22: Stack It! Sorting Puzzle
seller_name,Krzysztof Janik,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-22: Stack It! Sorting Puzzle
developer_name,Krzysztof Janik,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-22: Stack It! Sorting Puzzle
google_developer_id,9162798317371071400,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-08: Color Jar Sort | 2026-04-24: Zoo Merge | 2026-05-22: Color Box Rush
developer_name,JudasBrothers,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-08: Color Jar Sort | 2026-04-24: Zoo Merge | 2026-05-22: Color Box Rush
google_developer_id,6879926558019835955,Tapnation,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-22: Tower Life
developer_name,PlayFlame,Tapnation,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-22: Tower Life
apple_artist_id,1536955498,Rollic,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-21: Matching Woof
seller_name,ELAGAME YAZILIM ANONIM SIRKETI,Rollic,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-21: Matching Woof
developer_name,Ela Game,Rollic,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-21: Matching Woof
google_developer_id,Amin Rezaee,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-21: Bottle Fill
developer_name,Amin Rezaee,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-21: Bottle Fill
google_developer_id,8917220217322983447,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-21: Toy Sorting
developer_name,Invertible Matrix,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-21: Toy Sorting
google_developer_id,rain.iwnl,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-23: Pixel Shots | 2026-05-21: Fruit Flow
developer_name,rain.iwnl,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-23: Pixel Shots | 2026-05-21: Fruit Flow
google_developer_id,Barbozo,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-08: Beam Battle | 2026-04-08: Slate Hunters | 2026-05-08: Fruit Collect
developer_name,Barbozo,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-08: Beam Battle | 2026-04-08: Slate Hunters | 2026-05-08: Fruit Collect
google_developer_id,"Ritz Deli Games, Inc.",Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-21: Suika.io : Fruit Merge Chaos
developer_name,"Ritz Deli Games, Inc.",Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-21: Suika.io : Fruit Merge Chaos
apple_artist_id,1472477790,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-21: Tower Hero Showdown
seller_name,"YOMOB INTERNATIONAL CO., LTDVistra Corporate Services Centre",Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-21: Tower Hero Showdown
developer_name,Yojoy,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-21: Tower Hero Showdown
google_developer_id,krg,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-09: Sail Up | 2026-04-28: Epic Slayer | 2026-05-21: Mob Master
developer_name,krg,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-09: Sail Up | 2026-04-28: Epic Slayer | 2026-05-21: Mob Master
google_developer_id,8977147321764398274,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-21: Gem Block Blitz
developer_name,CoolKats,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-21: Gem Block Blitz
google_developer_id,7529088041792993655,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-21: Slingshot Blast!
developer_name,Soulpen,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-21: Slingshot Blast!
google_developer_id,5910312351290771072,Tapnation,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-21: Jigmagic Solitaire Stories
developer_name,Sticky Play,Tapnation,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-21: Jigmagic Solitaire Stories
google_developer_id,6534293559144564963,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-20: Hungry Dinosaurs
developer_name,NEBİH BAŞARAN,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-05-20: Hungry Dinosaurs
google_developer_id,Kolpoverse,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-05: Glitter Jam | 2026-05-20: Zen Macth Blast
developer_name,Kolpoverse,Voodoo,medium,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-05: Glitter Jam | 2026-05-20: Zen Macth Blast
google_developer_id,5373662817709826731,Voodoo,high,excel_template_account,Developer account from overseas casual daily template; examples: 2026-04-22: Ball & Slime Roller | 2026-05-07: Ball Roller Shooter 3D | 2026-05-20: Helix Rush Smash 3D
